job_title,location,salary,sector
Staff Accountant job in Dallas,"Dallas, TX 75201","55,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
Community Manager Job in Columbus,"Columbus, OH 43214",16.00 - 17.00 $ /hour,Manager (Manager/Supervisor of Staff)
Accounting Clerk (Bilingual in Spanish) Job in Dallas,"Dallas, TX 75228",14.00 - 15.00 $ /hour,Entry Level
Staff Accountant job in Dallas,"Dallas, TX 75201","50,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
Financial Advisor (Dallas,"Dallas, TX 75251",Base pay + Commissions or Commissions + Bonus,Entry Level
Revenue Billing Analyst Job in Dallas,"Dallas, TX 75201",19.00 - 20.00 $ /hour,Experienced (Non-Manager)
Staffing Recruiter Job in Irving,"Irving, TX 75061",$10.00+ /hour,Entry Level
On-Line Auction Lister - DFW Job in Dallas,"Dallas, TX","30,000.00 - 40,000.00 $ /yearAuto Allowance",Entry Level
Level  Software Technicians,"Dallas, TX 75235",20.00 - 22.00 $ /hour,Experienced (Non-Manager)
Database and Web Developer Job in Dallas,"Dallas, TX","60,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
Technical Support - Hosted Exchange Job in Dallas,"Dallas, TX",$18.00+ /hour,Experienced (Non-Manager)
Oracle Reports Developer Job in Dallas,"Dallas, TX",42.00 - 48.00 $ /hour,IT/Software Development
Senior Accountant job in Dallas,"Dallas, TX 75201","60,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
Sr. Systems Engineer Job in Dallas,"Dallas, TX 75236","6,000.00 - 10,000.00 $ /month",Experienced (Non-Manager)
Financial & Budgeting Analyst II Job in Dallas,"Dallas, TX","80,000.00 - 85,000.00 $ /year",General/Other: Accounting/Finance
Medical Order Entry Representatives Job in Dallas,"Dallas, TX 75201",14.00 - 15.00 $ /hour,Experienced (Non-Manager)
Computer Systems Analyst Job in Dallas,"Dallas, TX","38,000.00+ /year",IT/Software Development
ACCOUNTING MANAGER / ASSISTANT CONTROLLER Job in Dallas,"Dallas, TX 75228","85,000.00 - 100,000.00 $ /year",Accounting/Finance/Insurance
ASSISTANT STORE MANAGER â€“ retail / customer service / sales Job in San Antonio,"POSITIONThe Assistant Store Manager will be part of an enthusiastic and motivated team of financial service professionals. You will be helping our customers get the cash they need, when they need it, and you will be working in a friendly environment with great opportunities and benefits, where talented employees can get ahead.KEY RESPONSIBILITIESProvide exceptional customer service with every existing and potential customerEducate customers on all product offeringsProcess loan applications and make loansSafeguard and maintain customer recordsMake collection calls on overdue loansOpen and close the storeREQUIREMENTSExceptional customer service attitude3 years previous experience in retail, banking, hospitality, customer service, or collectionsSome computer familiarity or skillsAble to work Monday to SaturdayHigh school diploma / GEDReliable transportation and valid driverâ€™s licenseMust pass credit, MVR (driving record) and criminal background checksPREFERRED QUALIFICATIONSRetail sales experience (e.g., store manager, assistant store manager)Banking experience (e.g., branch manager, assistant branch manager, bank teller)Hospitality experience (e.g., restaurant / hotel / property manager, restaurant / hotel / property assistant manager)Customer service experience (e.g., customer service representative, customer service associate)Collections experience (e.g., collector, collections representative, collections associate)COMPENSATIONHighly competitive pay!Receive up to 12% increase in pay in your first year through scheduled wage increases!Earn up to an additional $750 in performance incentives every month!BENEFITSMedical, dental, visionVoluntary life/ AD&DShort-term & long-term disability401(k) with company matchPaid vacation, holidays, and sick timePaid maternity, paternity, extended medical leave and jury dutyBusiness casual work environmentCorporate discount program on personal cell phone accounts with select providersONE OF THE BEST RETAIL SCHEDULES AVAILABLENo Sundays!Half days on Saturdays!Close early evenings Monday-Friday!ABOUT CASH STORECash Store, a Cottonwood Financial brand, is one of the largest privately held retail consumer finance companies in the consumer finance industry. We have zero debt, have been profitable every year since inception, and our growth is funded entirely through internally generated capital. Founded in 1996, we have company-owned locations across the country. This national brick-and-mortar footprint, coupled with our evolving expansion into the online space, allows us to provide best-in-class customer service and offer an innovative mix of financial products and services to our customers.","31,054.00 - 31,054.00 $",Sales/Retail/Business Development
Admin Assistant Job in Dallas,"Dallas, TX 75212","12.00 - 13.00 $ /hourAfter 60 day probationary period eligible for monthly bonus; benefits (medical, dental, vision, RX), 401K with company match, ESPP",Experienced (Non-Manager)
BI Developer (Jr/Mid),"Dallas, TX 75235","60,000.00 - 80,000.00 $ /year401K matching, strong benefits",Experienced (Non-Manager)
Pharmacy Technician Job in Richardson,"Richardson, TX",13.00 - 14.00 $ /hour,Medical/Health
Sr. Network Engineer Job in Dallas,"Dallas, TX","95,000.00 - 125,000.00 $ /year",IT/Software Development
Accounting Analyst job in Dallas,"Dallas, TX 75201","65,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
Sales Associate - Retail Job in Dallas,"Dallas, TX 75207",11.00 - 14.00 $ /hour,Experienced (Non-Manager)
Big Data Engineer Job in Dallas,"Dallas, TX 75251","100,000.00 - 140,000.00 $ /year",IT/Software Development
Staff Accountant job in Dallas,"Dallas, TX 75201","55,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
Leasing Consultant Job in Columbus,"Columbus, OH 43232",12.00 - 13.00 $ /hour,Experienced (Non-Manager)
PM Bell/Driver - Embassy Suites DFW South Job in Irving,"Irving, TX 75062",8,Experienced (Non-Manager)
Quality Assurance Technician,"Dallas, TX 75236",12.90 - 13.76 $ /hour,Quality Assurance/Safety
Plant Accounting Manager job in Dallas,"Dallas, TX 75204","90,000.00 - 95,000.00 $ /year",Accounting/Finance/Insurance
Patient Scheduler - Temp Job in Dallas,"Dallas, TX",14.00+ /hour,Administrative/Clerical
Senior Accountant,"Dallas, TX 75201","0.00 - 80,000.00 $ /year",Accounting/Finance/Insurance
Accountant job in Dallas,"Dallas, TX 75201","50,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
Call Center Representative Job in Dallas,"Dallas, TX 75247",13.00 - 13.00 $ /hour,Experienced (Non-Manager)
Field Manager ( Residential) Job in Dallas,"Dallas, TX 75208","40,000.00 - 70,000.00 $ /yearYear end bonus to be determined",Manager (Manager/Supervisor of Staff)
Paralegal/Legal Assistant Job in Dallas,"Dallas, TX 75243","30,000.00 - 50,000.00 $ /year",Experienced (Non-Manager)
Accounting Manager job in Dallas,"Dallas, TX 75201","105,000.00 - 110,000.00 $ /year",Accounting/Finance/Insurance
Operations Support Analyst (Pricing) Job in Dallas,"Dallas, TX","0.00 - 56,000.00 /year",Accounting/Finance/Insurance
Marketing/Artist Assistant Job in Dallas,"Dallas, TX 75202",13.00 - 20.00 $ /hoursalary tbd @ 1-month review,Experienced (Non-Manager)
Tier /Support/Help Desk Positions Job in Columbus,"Columbus, OH 43219",0.00 - 14.00 $ /hour,Customer Support/Client Care
Medical Sales Representative Job in Dallas,"Dallas, TX 75231",Base + Commission,Experienced (Non-Manager)
Receptionist - Dallas,"Dallas, TX 75220",12.00 - 14.00 $ /hourFull benefits. Profit sharing.,Entry Level
Software Engineer III Job in Dallas,"Dallas, TX 75201","80,000.00 - 90,000.00 $ /year",Experienced (Non-Manager)
Data Analyst - Excel,"Irving, TX",20.00 - 25.00 $ /hour,IT/Software Development
Warehouse Manager Trainee - Up to $ per hour Job in Dallas,"Dallas, TX 75229",20.00 - 30.00 $ /hour,Logistics/Transportation
Senior Network Engineer Job in Dallas,"Dallas, TX 75201",52.00 - 57.00 $ /hour,Experienced (Non-Manager)
Heavy Steel Plate Fitters/Welders Job in Irving,"Irving, TX 75061",16.00 - 20.00 $ /hour,Experienced (Non-Manager)
Contract Drafter Job in Dallas,"Dallas, TX",30.00 - 32.00 /hour,Engineering
Database Administrator Job in Dallas,"Dallas, TX","43,000.00+ /year",IT/Software Development
Senior Financial Analyst job in Dallas,"Dallas, TX 75201","80,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
Maintenance Engineer - Embassy Suites DFW South Job in Irving,"Irving, TX 75062",12.5,Experienced (Non-Manager)
Certified Forklift driver/Warehouse worker Job in Dallas,"Dallas, TX 75247",14.00 - 14.00 $ /hourPlus benefits (medical/dental/vision/life/401k),Experienced (Non-Manager)
Sales Representative - West Knoxville Job in Knoxville,"Knoxville, TN 37923",15.00 - 15.00 $ /year,Experienced (Non-Manager)
Senior Staff Accountant Job in Knoxville,"Knoxville, TN","$50,000.00+ /year",Accounting/Finance/Insurance
Insurance Agent Job in Fountain City,"Fountain City, TN 37938","50,000.00 - 80,000.00 $ /year",Insurance Agent/BrokerGeneral/Other: Sales/Business DevelopmentFinancial Products Sales/Brokerage
Human Resources Generalist Job in Knoxville,"Knoxville, TN 37923","50,000.00 - 60,000.00 $ /year",Experienced (Non-Manager)
Sales Representative (Advertising & Marketing) Job in Knoxville,"Knoxville, TN 37912","40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
Production Shift Manager Job in Lillington,"Lillington, NC 27546","85,000.00 - 105,000.00 $ /year40,000",Manager (Manager/Supervisor of Staff)
Truck Driver,"Carson, CA 90745",16.00 - 16.00 $ /hour,Logistics/Transportation
Route Sales Rep / Hourly Job in Crescent City,"Crescent City, CA 95531",16.89+ /hour,Entry Level
Truck Driver Job in Maple Shade,Maple ShadeNJ,"65,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
Inventory Specialist Job in Bothell,"Bothell, WA 98021",15.00 - 16.00 $ /hour,Career Level Experienced (Non-Manager)
Plastics Quality Manager Job in Minneapolis,Plastics Quality Manager,"100,000.00 - 145,000.00 $ /year",Quality Assurance/Safety
Medical Assistant Job in Carrollton,"Carrollton, TX",15.00 - 16.00 $ /hour,Experienced (Non-Manager)
Certified Medical Assistant Job in Pomona,"Pomona, NY",14.00 - 17.00 $ /hour,Entry Level
Licensed Vocational Nurse Job in Corpus Christi,"Corpus Christi, TX",14.50 - 16.00 $ /hour,Medical/Health
Contract Clinical Therapist Job in Uhrichsville,"Uhrichsville, OH 44683",35.00 - 45.00 $ /hour,Experienced (Non-Manager)
Technical Consultant-Medical Technologist -Pennsylvania Job in Philadelphia,"Philadelphia, PA","70,000.00 - 80,000.00 $ /year25K bonus annually",Experienced (Non-Manager)
Physical Therapist Job in Wellington,"Wellington, FL 33414",Compeitive,Entry Level
Registered Nurse (RN) Manager Job in Skokie,"Skokie, IL 60077","70,000.00 - 85,000.00 $ /yearQuarterly Incentive Bonus",Manager (Manager/Supervisor of Staff)
Legend Senior Living Hiring Registered Nurse & Health Care Coordinator Job in Tulsa,"Tulsa, OK 74132",Top Pay & Benefits Package,Manager (Manager/Supervisor of Staff)
Reimbursement Counselor Job in Fort Mill,"Fort Mill, SC 29715",14.00 - 14.50 $ /hour,Medical/Health
Nurse Practitioner Job in Westfield,"Westfield, MA 01086",48.00 - 49.00 $ /hour,Experienced (Non-Manager)
Medical Assistants Job in Davenport,"Davenport, IA 52801",12.00 - 20.00 $ /year,Entry Level
Area Director - Quick Serve Restaurant Co. Job in North Andover,"North Andover, MA 01845","60,000.00 - 70,000.00 $ /yearÂ ",Food Services/Hospitality
Associate Manager - Applebee's West Allis Job in West Allis,"West Allis, WI 53214","38,000.00 - 47,000.00 $ /year",Food Services/Hospitality
Orthopedic Physician Assistant Job in Denver,"Denver, CO 80228",Relocation and Full Benefits,Entry Level
Restaurant Manager - Applebee's Parsippany,"Parsippany, NJ 07054",50.00 - 65.00 $ /year,Food Services/Hospitality
GENERAL MANAGER Job in St. Joseph,"St. Joseph, MO","60,000.00 - 160,000.00 $ /yearsalary, bonus and commision",Manager (Manager/Supervisor of Staff)
Restaurant Manager Job in Philadelphia,"Philadelphia, PA","35,000.00 - 45,000.00 $ /year",Manager (Manager/Supervisor of Staff)
Event Billing Analyst Job in Moore,"Moore, OK 73160",16.00 - 16.00 $ /hour,Entry Level
Restaurant Manager Jonesboro Job in Jonesboro,"Jonesboro, AR","48,000.00 - 58,000.00 $ /yearComprehensive Medical Benefits, Bonus Program and Much More!",Manager (Manager/Supervisor of Staff)
Restaurant Manager Job in Raleigh,"Raleigh, NC","45,000.00 - 65,000.00 $ /year",Manager (Manager/Supervisor of Staff)
General Manager Job in Charlotte,"Charlotte, NC","45,000.00 - 55,000.00 $ /year",Manager (Manager/Supervisor of Staff)
Housekeeper,"Southampton, NY","$50,000.00+ /yearPTO and potential for bonus",Student (High School)
Restaurant General Manager Job in Miami,"Miami, FL","100,000.00 - 115,000.00 $ /yearPlus Bonus and Benefits",Manager (Manager/Supervisor of Staff)
Restaurant Manager- BOH Job in San Antonio,"San Antonio, TX","40,000.00 - 65,000.00 $ /year",Manager (Manager/Supervisor of Staff)
Registered Nurse (RN) Job in Auburn,"Auburn, WA",$75/HR with Bonus,Experienced (Non-Manager)
Director Surgical Services Job in Houston,"Houston, TX","110,000.00 - 140,000.00 $ /year",Medical/Health
House Manager / Butler (NYC & The Hamptons) Job in New York,"New York, NY","120,000.00 - 150,000.00 $ /yearDOE",Student (High School)
Restaurant Manager Job in Tampa,"Tampa, FL","39,000.00 - 58,000.00 $ /yearexcellent bonus opportunities and benefits",Manager (Manager/Supervisor of Staff)
Dining Room Manager Job in Newport,"Newport, RI 02840","$40,000.00+ /yearbonus,nicentive",Manager (Manager/Supervisor of Staff)
Fast-track General Manager Job in Fishers,"Fishers, IN","40,000.00 - 45,000.00 $ /year",Manager (Manager/Supervisor of Staff)
Concierge Job in Greensburg,"Greensburg, PA 15601",Competitive Pay with benefits,Experienced (Non-Manager)
Oakland RN Supervisor of Case Management - Managed Care Job in Oakland,"Oakland, CA","120,000.00 - 130,000.00 $ /year",Manager (Manager/Supervisor of Staff)
Food and Beverage Manager Job in Okoboji,"Okoboji, IA 51355","54,000.00 - 56,000.00 $ /year",Manager (Manager/Supervisor of Staff)
Restaurant General Manager Job in Daytona,"Daytona, FL","38,000.00 - 58,000.00 $ /year",Manager (Manager/Supervisor of Staff)
Restaurant Assistant Manager: Freddyâ€™s Frozen Custard & Steakburgers Job in Springfield,"Springfield, MO 65803","30,000.00 - 45,000.00 $ /year401K, Medical, Dental, Vision and More",Manager (Manager/Supervisor of Staff)
Medical Lab/ Sample Processing Technician Job in Miami,"Miami, FL 33126",11.00 - 13.00 $ /hour,Student (High School)
SOCIAL WORKER SUPERVISOR Job in Jamaica,"Jamaica, NY 11432",Competitive Compensation,Experienced (Non-Manager)
Restaurant General Manager: Freddyâ€™s Frozen Custard & Steakburgers Job in Springfield,"Springfield, MO 65803","45,000.00 - 60,000.00 $ /yearSalary + $25,000 bonus - performance based, 401K, Medical, Dental, Vision and More",Manager (Manager/Supervisor of Staff)
RETAIL / RESTAURANT / CUSTOMER SERVICE EXPERIENCE WANTED Job in Mobile,"Mobile, AL","W-2, Weekly Paycheck, Great Compensation Package and Incentives",Entry Level
Training Restaurant Manager Job in Baton Rouge,"Baton Rouge, LA 70806","45,000.00 - 55,000.00 $ /yearplus bonuses & perks",Manager (Manager/Supervisor of Staff)
LPN or MA-C Job in Bellingham,"Bellingham, WA 98226",17.00 - 22.00 $ /hour,Experienced (Non-Manager)
Kitchen Manager Job in Pompano Beach,"Pompano Beach, FL 33060","30,000.00 - 45,000.00 $ /yearBONUS",Manager (Manager/Supervisor of Staff)
Medical Case Manager - Registered Nurse Job in Columbus,"Columbus, OH 43215",20.00 - 25.00 $ /hour,Experienced (Non-Manager)
Restaurant Manager Job in Baton Rouge,"Baton Rouge, LA 70802","45,000.00 - 58,000.00 $ /year",Food Services/Hospitality
